phase,failure,side,fail_time,weight,wind,outcome,t_end,peak_alt,min_alt,min_speed,min_margin,max_bank,max_aoa
takeoff,engines:1+4,left,18,380000,headwind,survived,120.0,601,20,79,7,0,9.6
takeoff,engines:1,left,6,380000,crosswind,survived,120.0,600,20,86,16,5,9.5
takeoff,windshear,-,6,380000,crosswind,CRASH,23.5,142,0,64,-7,4,63.9
takeoff,engines:1+2+3+4,left,10,380000,crosswind,CRASH,35.7,210,-1,63,-8,178,179.8
takeoff,engines:1+2,left,14,380000,crosswind,survived,120.0,601,20,80,8,8,9.6
takeoff,explosion,left,14,380000,crosswind,CRASH,21.3,167,0,77,7,65,180.0
takeoff,aileron-hardover,left,18,380000,crosswind,CRASH,33.1,282,0,86,16,103,143.6
takeoff,engines:1+4,left,6,440000,calm,survived,120.0,393,20,81,5,0,11.5
takeoff,engines:2,left,10,440000,calm,survived,120.0,600,20,85,10,2,10.8
takeoff,runaway-trim,-,10,440000,calm,CRASH,34.0,219,0,85,10,0,10.8
takeoff,rudder-hardover,left,14,440000,calm,CRASH,45.3,381,0,74,-3,126,179.9
takeoff,engines:2+3,left,18,440000,calm,survived,120.0,566,20,82,5,0,11.5
takeoff,explosion,right,18,440000,calm,CRASH,25.9,188,0,79,3,90,180.0
takeoff,aileron-hardover,left,6,440000,tailwind,CRASH,15.7,27,0,73,-2,90,18.3
takeoff,engines:1+2+3,left,10,440000,tailwind,CRASH,44.4,71,0,73,-2,3,25.4
takeoff,engines:3,left,14,440000,tailwind,survived,120.0,600,20,73,-2,2,13.3
takeoff,wing-loss,left,14,440000,tailwind,CRASH,19.3,63,0,73,-2,180,38.2
takeoff,rudder-hardover,right,18,440000,tailwind,CRASH,48.5,344,-1,73,-3,126,177.2
takeoff,engines:2+3,left,6,440000,headwind,survived,120.0,402,20,81,5,0,11.5
takeoff,explosion,right,6,440000,headwind,CRASH,10.6,53,0,77,2,86,180.0
takeoff,aileron-hardover,right,10,440000,headwind,CRASH,23.0,150,0,90,14,99,86.0
takeoff,engines:2+3+4,left,14,440000,headwind,CRASH,56.5,237,0,70,-6,150,179.9
takeoff,engines:4,left,18,440000,headwind,survived,120.0,600,20,90,13,4,9.4
takeoff,wing-loss,right,18,440000,headwind,CRASH,26.2,204,0,88,12,180,125.5
takeoff,rudder-hardover,right,6,440000,crosswind,CRASH,36.7,289,0,73,-4,97,175.8
takeoff,engines:3+4,left,10,440000,crosswind,survived,120.0,459,20,82,5,6,11.1
takeoff,engines:1,left,14,440000,crosswind,survived,120.0,600,20,86,10,5,10.7
takeoff,windshear,-,14,440000,crosswind,CRASH,32.8,216,0,65,-11,148,131.3
takeoff,engines:1+2+3+4,left,18,440000,crosswind,CRASH,43.2,266,0,67,-9,179,180.0
climb,engines:4,left,20,300000,calm,survived,200.0,5991,3000,157,57,3,6.0
climb,wing-loss,right,20,300000,calm,CRASH,61.5,3314,-1,86,-1,180,180.0
climb,elevator-jam,-,60,300000,calm,survived,200.0,4428,3000,157,66,0,6.0
climb,engines:1+4,left,100,300000,calm,survived,200.0,5991,3000,157,57,0,6.0
climb,engines:1,left,20,380000,calm,survived,200.0,5988,3000,157,44,3,7.9
climb,windshear,-,20,380000,calm,survived,200.0,5839,3000,131,30,0,9.6
climb,engines:1+2+3+4,left,60,380000,calm,CRASH,160.6,4273,-1,88,-16,180,180.0
climb,engines:1+2,left,100,380000,calm,survived,200.0,5988,3000,157,44,6,7.9
climb,explosion,left,100,380000,calm,CRASH,150.7,4502,0,101,1,145,180.0
climb,elevator-jam,-,20,440000,calm,survived,200.0,3724,2962,156,50,0,8.7
climb,engines:1+4,left,60,440000,calm,survived,200.0,5663,3000,144,23,0,9.6
climb,engines:2,left,100,440000,calm,survived,200.0,5985,3000,156,36,1,8.7
climb,runaway-trim,-,100,440000,calm,CRASH,142.3,4644,-3,156,45,0,8.7
cruise,engines:1+2+3+4,left,30,300000,calm,survived,320.0,10004,401,102,-18,180,180.0
cruise,engines:1+2,left,120,300000,calm,survived,320.0,10004,9996,248,119,3,8.7
cruise,explosion,left,120,300000,calm,survived,320.0,10004,2703,122,0,180,179.9
cruise,aileron-hardover,left,250,300000,calm,survived,320.0,10004,1969,123,2,180,180.0
cruise,engines:1+4,left,30,380000,calm,survived,320.0,10004,9995,248,102,0,10.6
cruise,engines:2,left,120,380000,calm,survived,320.0,10004,9995,248,102,1,10.6
cruise,runaway-trim,-,120,380000,calm,CRASH,173.1,10004,-3,248,102,0,10.6
cruise,rudder-hardover,left,250,380000,calm,survived,320.0,10012,1494,151,29,180,180.0
cruise,engines:1+2,left,30,440000,calm,survived,320.0,10004,9993,248,91,2,11.4
cruise,explosion,left,30,440000,calm,CRASH,113.7,10004,-1,111,13,180,180.0
cruise,aileron-hardover,left,120,440000,calm,CRASH,196.9,10004,-1,129,5,180,180.0
cruise,engines:1+2+3,left,250,440000,calm,survived,320.0,10004,9993,248,91,2,11.4
approach,engines:2,left,15,300000,calm,survived,220.0,911,0,83,26,1,12.3
approach,runaway-trim,-,15,300000,calm,CRASH,188.3,911,0,83,26,0,12.3
approach,rudder-hardover,left,30,300000,calm,CRASH,205.4,911,0,83,26,32,12.3
approach,engines:2+3,left,50,300000,calm,survived,220.0,911,0,83,26,0,12.3
approach,explosion,right,50,300000,calm,CRASH,64.0,911,-1,70,14,174,180.0
approach,aileron-hardover,left,15,300000,tailwind,CRASH,38.0,908,0,73,16,91,14.5
approach,engines:1+2+3,left,30,300000,tailwind,CRASH,202.7,908,0,73,16,5,10.4
approach,engines:3,left,50,300000,tailwind,survived,220.0,908,0,73,16,1,10.4
approach,wing-loss,left,50,300000,tailwind,CRASH,63.4,908,0,73,16,180,179.8
approach,rudder-hardover,left,15,300000,headwind,survived,220.0,916,0,83,27,32,14.0
approach,engines:2+3,left,30,300000,headwind,survived,220.0,916,0,84,27,0,14.0
approach,explosion,right,30,300000,headwind,CRASH,45.5,916,0,71,14,171,180.0
approach,aileron-hardover,right,50,300000,headwind,CRASH,70.3,916,-1,83,27,91,14.3
approach,engines:1+2+3,left,15,300000,crosswind,CRASH,203.8,912,0,80,26,5,12.5
approach,engines:3,left,30,300000,crosswind,survived,220.0,912,0,83,26,4,12.5
approach,wing-loss,left,30,300000,crosswind,CRASH,44.6,912,0,77,22,180,179.9
approach,rudder-hardover,right,50,300000,crosswind,survived,220.0,912,0,83,26,32,12.5
approach,engines:2+3,left,15,380000,calm,survived,220.0,908,0,83,19,0,10.9
approach,explosion,right,15,380000,calm,CRASH,30.1,908,-1,78,14,128,180.0
approach,aileron-hardover,right,30,380000,calm,CRASH,52.3,908,-1,76,13,176,180.0
approach,engines:2+3+4,left,50,380000,calm,CRASH,197.3,908,0,78,17,4,10.9
approach,engines:3,left,15,380000,tailwind,survived,220.0,905,0,73,9,1,8.5
approach,wing-loss,left,15,380000,tailwind,CRASH,30.0,905,0,73,9,180,179.7
approach,rudder-hardover,right,30,380000,tailwind,CRASH,210.9,905,0,73,9,35,8.5
approach,engines:3+4,left,50,380000,tailwind,survived,220.0,905,0,73,9,5,8.5
approach,nominal,-,-,380000,headwind,survived,220.0,911,0,83,20,0,12.7
approach,aileron-hardover,right,15,380000,headwind,CRASH,38.1,911,-1,75,12,177,180.0
approach,engines:2+3+4,left,30,380000,headwind,CRASH,198.4,911,0,78,17,4,12.7
approach,engines:4,left,50,380000,headwind,survived,220.0,911,0,83,20,2,12.7
approach,wing-loss,right,50,380000,headwind,CRASH,63.3,911,0,81,19,180,179.6
approach,rudder-hardover,right,15,380000,crosswind,CRASH,212.9,908,0,83,20,35,11.1
approach,engines:3+4,left,30,380000,crosswind,survived,220.0,908,0,83,20,5,11.1
approach,engines:1,left,50,380000,crosswind,survived,220.0,908,0,83,20,4,11.1
approach,windshear,-,50,380000,crosswind,CRASH,75.3,908,0,56,-7,180,179.9
approach,engines:2+3+4,left,15,440000,calm,CRASH,192.1,906,0,72,7,4,9.9
approach,engines:4,left,30,440000,calm,survived,220.0,906,0,83,14,2,9.9
approach,wing-loss,right,30,440000,calm,CRASH,44.2,906,0,83,14,180,179.7
approach,elevator-jam,-,50,440000,calm,survived,220.0,906,442,83,14,0,9.9
approach,engines:3+4,left,15,440000,tailwind,survived,220.0,904,0,73,4,5,12.1
approach,engines:1,left,30,440000,tailwind,survived,220.0,904,0,73,4,2,12.1
approach,windshear,-,30,440000,tailwind,CRASH,55.0,904,0,57,-11,180,180.0
approach,engines:1+2+3+4,left,50,440000,tailwind,CRASH,88.8,904,0,65,-3,180,180.0
approach,engines:4,left,15,440000,headwind,survived,220.0,909,0,83,15,2,12.0
approach,wing-loss,right,15,440000,headwind,CRASH,29.8,909,-1,84,16,180,180.0
approach,elevator-jam,-,30,440000,headwind,survived,220.0,1314,666,83,15,0,12.0
approach,engines:1+4,left,50,440000,headwind,survived,220.0,909,0,83,15,0,12.0
approach,engines:1,left,15,440000,crosswind,survived,220.0,906,0,83,15,4,10.1
approach,windshear,-,15,440000,crosswind,CRASH,41.0,906,-1,57,-11,176,180.0
approach,engines:1+2+3+4,left,30,440000,crosswind,CRASH,69.3,906,0,65,-3,180,180.0
approach,engines:1+2,left,50,440000,crosswind,survived,220.0,906,0,83,15,5,10.1
approach,explosion,left,50,440000,crosswind,CRASH,63.0,906,0,78,10,163,180.0
